state,city,population,lat,lng,median_income,poverty_rate,percent_completed_hs,share_white,share_black,share_native_american,share_asian,share_hispanic
IA,Altoona,18699.0,41.648,-93.4782,69748.0,6.1,94.9,95.1,1.1,0.1,1.1,2.9
IA,Ankeny,62416.0,41.7284,-93.6034,75465.0,7.8,97.3,94.7,1.2,0.1,2.0,2.3
IA,Boone,12640.0,42.053,-93.877,46486.0,10.9,94.3,96.7,0.8,0.3,0.4,2.0
IA,Burlington,28830.0,40.8072,-91.1247,39586.0,19.6,89.7,88.2,7.2,0.3,0.8,3.1
IA,Cedar Rapids,186160.0,41.9667,-91.6781,53581.0,12.3,93.5,88.0,5.6,0.3,2.2,3.3
IA,Clinton,30642.0,41.8434,-90.2409,41813.0,17.3,89.1,91.0,4.3,0.4,0.7,3.3
IA,Council Bluffs,62316.0,41.2369,-95.8518,45551.0,16.3,86.9,90.9,1.9,0.6,0.7,8.5
IA,Creston,7622.0,41.0597,-94.365,40782.0,15.9,93.9,96.0,1.0,0.3,0.6,2.3
IA,Dakota City,816.0,42.7229,-94.1977,42708.0,6.9,90.1,96.0,0.1,0.5,0.4,4.2
IA,Davenport,287413.0,41.5563,-90.6052,47343.0,16.6,90.6,80.7,10.8,0.4,2.2,7.3
IA,Des Moines,481222.0,41.5725,-93.6105,46290.0,20.0,87.3,76.4,10.2,0.5,4.4,12.0
IA,Fort Dodge,24223.0,42.5098,-94.1751,39315.0,18.3,89.6,89.7,5.5,0.4,0.8,5.0
IA,Fort Madison,10326.0,40.6207,-91.3509,42595.0,17.7,91.7,89.3,5.5,0.4,0.6,6.7
IA,Moorland,162.0,42.4414,-94.2954,38125.0,20.7,81.8,99.4,0.0,0.0,0.0,1.8
IA,Nashua,1598.0,42.9501,-92.5417,46121.0,6.6,94.0,98.6,0.4,0.0,0.5,0.1
IA,North English,1004.0,41.5168,-92.0777,46625.0,18.9,91.4,99.2,0.3,0.0,0.0,0.7
IA,Panora,1069.0,41.691,-94.3637,46371.0,8.5,87.9,98.5,0.2,0.0,0.4,1.4
IA,Sioux City,106279.0,42.4959,-96.3901,43888.0,15.7,83.6,80.6,2.9,2.6,2.7,16.4
IA,Urbandale,43592.0,41.639,-93.7813,78059.0,5.9,97.0,91.1,2.8,0.1,3.5,3.1
IA,Webster City,7489.0,42.4623,-93.8167,41630.5,15.55,86.95,95.4,0.2,0.1,1.7,5.95
IA,Wellman,1419.0,41.4693,-91.8354,56983.0,5.7,93.2,97.3,0.1,0.5,0.1,1.8
IA,West Burlington,2927.0,40.8215,-91.1755,38314.0,17.8,90.9,90.7,4.1,0.3,1.8,3.9
IA,West Des Moines,65608.0,41.5522,-93.7805,71200.0,8.0,96.0,88.4,3.3,0.2,4.8,5.2
ID,Blackfoot,15382.0,43.194,-112.3455,38406.0,16.9,86.0,83.1,0.3,3.5,1.1,18.4
ID,Boise,385218.0,43.6007,-116.2312,50323.0,14.3,94.3,89.0,1.5,0.7,3.2,7.1
ID,Caldwell,54660.0,43.6454,-116.6599,41048.0,20.6,79.1,77.5,0.6,1.2,0.9,35.4
ID,Coeur d'Alene,112935.0,47.704,-116.7933,43033.0,15.0,91.2,93.8,0.4,1.2,0.8,4.3
ID,Coolin,4178.0,,,,,,,,,,
ID,Council,865.0,44.7329,-116.4376,35750.0,15.4,82.7,96.5,0.1,0.7,0.2,3.0
ID,Garden City,11890.0,43.6526,-116.2743,38086.0,19.1,90.0,86.2,1.0,1.1,1.4,13.8
ID,Gooding,3606.0,42.9373,-114.7134,29135.0,20.1,73.4,84.6,0.4,0.9,0.6,22.9
ID,Hammett,4178.0,,,,,,,,,,
ID,Homedale,2740.0,43.6154,-116.9379,24474.0,47.7,66.6,63.1,0.2,1.3,1.0,43.0
ID,Idaho Falls,97548.0,43.4872,-112.0363,44580.0,15.9,90.2,89.3,0.7,1.0,1.0,12.9
ID,Jefferson County,4178.0,,,,,,,,,,
ID,Kuna,19230.0,43.4863,-116.3982,57417.0,13.2,92.9,91.2,0.6,0.8,0.7,8.6
ID,Melba,533.0,43.3725,-116.5322,41154.0,16.4,90.4,78.9,0.2,0.0,0.2,24.6
ID,Meridian,99926.0,43.6112,-116.3968,63023.0,9.2,94.7,92.0,0.8,0.5,1.8,6.8
ID,Middleton,7439.0,43.7116,-116.6153,45391.0,13.5,91.7,92.5,0.3,0.6,0.5,10.0
ID,Mountain Home,16552.0,43.1325,-115.697,42156.5,11.85,92.5,79.95,4.4,0.7,5.65,11.100000000000001
ID,Nampa,173863.0,43.5843,-116.5628,40060.0,23.6,83.9,82.9,0.7,1.2,0.9,22.9
ID,Pocatello,71020.0,42.8716,-112.4652,40269.0,21.9,92.2,90.5,1.0,1.7,1.6,7.2
ID,Preston,4477.0,42.0989,-111.88,47065.0,11.3,88.6,93.7,0.2,0.7,0.2,7.5
ID,Rexburg,29859.0,43.8222,-111.7924,25372.0,46.1,97.8,93.8,0.6,0.2,1.2,5.6
ID,Rigby,8987.0,43.6735,-111.9126,31335.0,20.6,90.0,89.5,0.2,0.9,0.5,11.8
ID,Sandpoint,12349.0,48.2822,-116.5613,31979.0,24.3,88.3,95.5,0.1,0.7,0.8,2.9
ID,Weippe,437.0,46.3787,-115.9396,27240.0,18.5,83.4,98.4,0.0,0.7,0.2,1.8
ID,Wendell,2677.0,42.7745,-114.7025,45438.0,16.6,73.6,74.2,0.2,1.4,0.3,35.7
IL,Alton,80462.0,38.9033,-90.1523,36250.0,24.4,90.3,68.5,26.6,0.2,0.5,1.9
IL,Antioch,14235.0,42.4742,-88.0721,76012.0,9.1,95.1,88.8,3.1,0.2,3.7,8.5
IL,Arcola,2840.0,39.6833,-88.3013,49303.0,14.8,82.6,85.6,0.3,0.2,0.9,29.8
IL,Aurora,200965.0,41.7637,-88.2901,63090.0,14.8,76.2,59.7,10.7,0.5,6.7,41.3
IL,Beach Park,13995.0,42.4261,-87.8584,68811.0,5.6,89.3,68.9,10.7,0.6,5.7,25.1
IL,Belleville,41649.0,38.5165,-89.99,43318.0,18.2,92.6,69.8,25.4,0.3,1.0,2.6
IL,Benton,7642.0,38.011,-88.9179,36770.0,23.4,84.1,97.3,0.4,0.3,0.3,1.2
IL,Bloomingdale,22016.0,41.9497,-88.0895,74494.0,5.6,91.1,79.4,3.7,0.2,12.7,8.7
IL,Bridgeview,16335.0,41.7402,-87.8067,50615.0,20.0,78.3,84.5,2.9,0.2,3.1,15.7
IL,Chicago,8675982.0,41.8373,-87.6862,45458.0,22.3,82.3,45.0,32.9,0.5,1.8,28.9
IL,Chicago Heights,29901.0,41.5101,-87.6347,41947.0,28.1,79.6,38.0,41.5,0.6,0.4,33.9
IL,Clinton,8200.0,40.1468,-88.9633,44490.0,16.9,88.7,95.5,0.9,0.2,0.4,3.1
IL,Dalton,4178.0,,,57917.0,10.8,94.4,97.2,0.7,0.4,0.2,0.4
IL,Danville,48518.0,40.1423,-87.6114,34756.0,28.5,84.3,62.5,30.2,0.3,1.2,6.5
IL,Deerfield,18946.0,42.1654,-87.8516,137423.0,2.9,98.4,94.0,0.5,0.1,3.6,2.8
IL,Des Plaines,58193.0,42.0344,-87.9008,65109.0,7.4,87.9,77.3,1.8,0.6,11.4,17.2
IL,Dolton,22793.0,41.6284,-87.5979,45346.0,24.8,86.8,6.2,90.9,0.1,0.3,2.7
IL,East St. Louis,26662.0,38.6156,-90.1304,19520.0,45.8,81.1,0.9,98.0,0.1,0.1,0.5
IL,Elgin,112456.0,42.0385,-88.3229,60499.0,13.6,77.9,65.9,7.4,1.4,5.4,43.6
IL,Forest Park,13951.0,41.8683,-87.8157,51927.0,9.9,92.5,55.2,32.3,0.3,6.0,9.9
IL,Gurnee,30767.0,42.3708,-87.9392,86849.0,4.8,94.4,73.3,7.8,0.3,11.6,11.7
IL,Harvey,24908.0,41.6076,-87.6521,22014.0,36.4,78.1,10.0,75.8,0.3,0.9,19.0
IL,Hurst,790.0,37.8351,-89.1442,30000.0,15.7,80.8,97.1,0.8,0.1,0.0,0.8
IL,Jerseyville,8777.0,39.118,-90.3276,50232.0,6.4,90.6,97.4,0.2,0.2,0.5,1.1
IL,Joilet,4178.0,,,,,,,,,,
IL,Joliet,148462.0,41.5189,-88.1499,60976.0,12.2,83.4,67.5,16.0,0.3,1.9,27.8
IL,Lakemoor,6048.0,42.3396,-88.2028,78186.0,6.1,91.9,87.6,2.0,0.3,3.3,13.1
IL,Lansing,27962.0,41.5648,-87.5462,48949.0,14.6,89.5,58.9,31.6,0.2,0.9,14.5
IL,Lawndale,157.0,,,,,,,,,,
IL,Lisle,22912.0,41.7922,-88.0883,75373.0,8.6,95.5,77.7,5.6,0.1,11.9,7.5
IL,Lyons,10585.0,41.8121,-87.8192,44534.0,15.2,83.1,74.9,4.2,0.8,1.4,38.3
IL,Mackinaw,3399.0,40.534,-89.3556,57188.0,10.8,94.8,97.7,0.7,0.2,0.4,1.7
IL,Macoupin County,4178.0,,,,,,,,,,
IL,Maeystown,160.0,38.2267,-90.233,50417.0,13.2,93.8,97.5,0.0,0.0,2.5,1.3
IL,Marion,17762.0,37.7171,-88.9275,42839.0,18.2,90.3,87.8,7.4,0.4,1.5,2.6
IL,Markham,12538.0,41.6,-87.6905,34433.0,25.8,83.1,12.7,81.0,0.2,0.7,6.7
IL,Metropolis,6198.0,37.1566,-88.7083,31875.0,23.0,77.2,87.3,8.3,0.6,0.4,2.1
IL,Nokomis,3183.0,39.3001,-89.2852,39506.0,14.0,89.4,98.9,0.1,0.0,0.2,0.6
IL,North Aurora,18245.0,41.8083,-88.3413,78948.0,7.3,92.1,81.3,5.2,0.2,4.9,15.0
IL,North Riverside,6564.0,41.8461,-87.8263,59821.0,11.2,93.0,81.2,6.5,0.1,2.1,23.8
IL,Peoria,262010.0,40.7521,-89.6155,46370.0,16.7,90.8,75.7,16.349999999999998,0.35,2.8,3.9000000000000004
IL,Quincy,44860.0,39.9335,-91.3798,40850.0,18.2,91.0,90.8,5.4,0.2,0.9,1.4
IL,Rantoul,13884.0,40.3031,-88.1549,38769.0,25.1,86.7,66.4,22.7,0.6,1.7,9.7
IL,Richton Park,13505.0,41.4822,-87.7352,53132.0,19.3,94.1,12.7,82.4,0.1,1.0,3.5
IL,River Forest,11132.0,41.895,-87.8194,99250.0,4.4,96.6,84.8,6.7,0.1,4.5,6.0
IL,Robbins,5486.0,41.6431,-87.708,23614.0,32.0,83.1,3.6,94.0,0.3,0.1,3.3
IL,Rock Falls,8911.0,41.7724,-89.6928,35361.0,17.9,81.8,91.5,1.5,0.4,0.3,15.1
IL,Rock Island,38110.0,41.4699,-90.5827,49282.0,11.3,93.45,67.0,23.6,0.8,0.9,12.4
IL,Rockford,285562.0,42.2598,-89.0641,38716.0,24.8,83.1,65.1,20.5,0.4,2.9,15.8
IL,Round Lake,18444.0,42.3436,-88.1058,60781.0,15.399999999999999,79.85,68.80000000000001,4.55,1.0,4.4,37.3
IL,Shawnee National Forest,4178.0,,,,,,,,,,
IL,South Elgin,22549.0,41.9906,-88.3134,89694.0,4.9,92.4,81.3,3.4,0.4,7.0,15.5
IL,Springfield,159394.0,39.771,-89.6537,49868.0,19.5,90.8,75.8,18.5,0.2,2.2,2.0
IL,Stockton,1746.0,42.3526,-90.0019,37500.0,16.1,94.1,98.5,0.2,0.1,0.4,1.9
IL,Villa Park,21836.0,41.8864,-87.9779,70176.0,9.8,90.9,81.0,4.3,0.3,5.2,17.8
IL,Washington Park,3933.0,38.6285,-90.0928,26136.0,41.8,71.7,11.2,86.1,0.2,0.1,2.7
IL,Waukegan,87729.0,42.3697,-87.8716,45845.0,21.7,70.9,46.6,19.2,1.2,4.3,53.4
IL,Zion,23952.0,42.4598,-87.8509,46313.0,19.2,81.3,48.9,31.0,0.4,2.3,27.7
IN,Avon,17568.0,39.7599,-86.391,91393.0,3.3,94.2,86.7,5.9,0.3,3.3,4.3
IN,Beech Grove,14795.0,39.7153,-86.087,36487.0,21.6,85.7,91.5,3.2,0.3,0.7,4.2
IN,Boonville,6348.0,38.0469,-87.2847,42955.0,18.9,88.0,97.7,0.5,0.2,0.1,1.2
IN,Brookville,2509.0,39.4233,-85.0114,38333.0,16.0,85.4,97.5,0.3,0.3,0.2,1.6
IN,Brownstown,3111.0,38.8791,-86.0466,38565.0,17.3,84.3,98.3,0.1,0.3,0.2,1.0
IN,Clarksville,21694.0,38.3221,-85.7673,41829.0,11.6,84.4,85.1,5.6,0.3,0.7,9.5
IN,Columbua,4178.0,,,,,,,,,,
IN,Crawfordsville,18305.0,40.0428,-86.8975,33943.0,24.7,83.2,92.1,1.7,0.4,0.9,8.2
IN,Crown Point,29625.0,41.4141,-87.3456,63754.0,6.6,92.6,88.2,6.3,0.2,1.8,8.1
IN,Dearborn County,4178.0,,,,,,,,,,
IN,Dyer,15941.0,41.4978,-87.509,79708.0,2.7,92.9,90.1,2.5,0.2,2.9,9.3
IN,Elkhart,148131.0,41.6912,-85.962,35371.0,26.7,77.6,66.1,15.4,0.6,0.9,22.5
IN,English,629.0,38.3408,-86.4592,17438.0,39.6,67.1,97.5,0.3,0.6,0.2,0.8
IN,Evansville,232285.0,37.9881,-87.5341,35785.0,21.0,87.5,82.0,12.6,0.3,1.0,2.6
IN,Fishers,91832.0,39.9589,-85.9665,95487.0,3.2,97.4,85.6,5.6,0.2,5.5,3.4
IN,Fort Wayne,328564.0,41.0885,-85.1436,43774.0,19.0,88.3,73.6,15.4,0.4,3.3,8.0
IN,French Lick,1781.0,38.5462,-86.6202,28603.0,33.7,72.9,88.8,5.8,0.3,1.2,2.1
IN,Gary,76008.0,41.5906,-87.3472,28020.0,37.1,83.9,10.7,84.8,0.3,0.2,5.1
IN,Goshen,33220.0,41.574,-85.8304,41117.0,22.6,76.0,78.2,2.6,0.5,1.2,28.1
IN,Greenwood,57375.0,39.6019,-86.1073,54176.0,13.7,91.5,90.1,1.7,0.3,3.7,5.0
IN,Hanover,3513.0,38.7137,-85.4724,40758.0,24.8,83.7,94.9,2.3,0.2,0.8,2.4
IN,Harmony,624.0,39.5335,-87.0734,41853.0,6.8,89.4,97.6,0.8,0.0,0.3,1.2
IN,Harrison County,4178.0,,,,,,,,,,
IN,Henry County,4178.0,,,,,,,,,,
IN,Huntington,17886.0,40.8816,-85.5054,38018.0,17.9,86.0,96.4,0.6,0.4,0.5,2.4
IN,Indianapolis,1564699.0,39.7771,-86.1458,41987.0,21.3,84.9,61.9,27.4,0.3,2.1,9.4
IN,Jeffersonville,47383.0,38.3375,-85.7026,50990.0,11.2,88.6,80.4,13.2,0.3,1.1,4.1
IN,Knox,3171.0,41.291,-86.621,33125.0,20.9,75.1,96.3,0.4,0.2,0.3,2.9
IN,Kokomo,79099.0,40.464,-86.1277,37623.0,21.3,86.3,83.5,10.7,0.4,1.0,3.3
IN,Lafayette,159293.0,40.399,-86.8593,40419.0,19.8,85.6,83.6,6.2,0.4,1.4,12.1
IN,Lawrence,48704.0,39.8674,-85.9904,48731.0,18.8,86.1,63.2,25.8,0.4,1.4,11.2
IN,Memphis,941.0,38.4892,-85.7679,49243.0,13.7,92.6,96.5,1.7,0.0,0.0,1.4
IN,Merrillville,34871.0,41.4728,-87.3197,52810.0,13.9,91.2,46.4,44.5,0.2,1.2,12.9
IN,Monon,1752.0,40.8642,-86.8787,35542.0,31.1,74.5,77.2,0.6,0.4,0.2,28.4
IN,Monroe County,4178.0,,,,,,,,,,
IN,Muncie,88688.0,40.1989,-85.395,31044.0,32.2,86.4,84.0,10.9,0.3,1.2,2.3
IN,New Albany,36461.0,38.3076,-85.8241,40413.0,21.6,84.6,85.8,8.7,0.2,0.7,3.7
IN,New Castle,21855.0,39.919,-85.3697,32840.0,23.8,82.8,95.1,1.9,0.2,0.4,1.7
IN,North Manchester,5761.0,41.0044,-85.775,42281.0,15.1,90.0,95.2,1.1,0.3,0.8,3.8
IN,Oakland City,2490.0,38.3378,-87.3493,35125.0,14.0,78.9,97.2,0.4,0.2,0.6,2.0
IN,Owen County,4178.0,,,,,,,,,,
IN,Portage,36672.0,41.5866,-87.1792,53730.0,16.3,88.2,83.6,7.3,0.4,0.9,16.4
IN,Randolph County,4178.0,,,,,,,,,,
IN,Salem,6391.0,38.6048,-86.0977,31980.0,22.2,82.4,97.5,0.4,0.3,0.6,1.0
IN,Shelbyville,20663.0,39.5325,-85.7762,43395.0,16.9,83.4,91.9,1.9,0.2,1.0,7.1
IN,South Bend,281100.0,41.6771,-86.2692,34523.0,28.3,83.5,60.5,26.6,0.5,1.3,13.0
IN,South Haven,5064.0,41.5438,-87.1367,51310.0,14.6,86.9,91.3,3.0,0.2,0.3,9.8
IN,Springville,4178.0,,,,,,,,,,
IN,Sullivan,4351.0,39.0973,-87.4074,27083.0,30.6,85.8,97.7,0.1,0.4,0.2,1.4
IN,Terre Haute,92722.0,39.4654,-87.3763,31817.0,27.4,84.4,83.5,10.9,0.4,1.4,3.1
IN,Vincennes,20501.0,38.6759,-87.5102,35455.0,23.9,85.4,91.9,4.7,0.3,0.7,1.9
IN,Walton,1021.0,40.6624,-86.2443,42974.0,13.8,84.1,93.2,0.3,0.1,0.3,9.5
IN,West Terre Haute,2219.0,39.4638,-87.4506,31178.0,26.6,76.0,97.3,0.5,0.6,0.0,1.3
KS,Assaria,408.0,38.6801,-97.6039,51250.0,8.2,95.9,98.3,0.0,0.2,0.0,1.9
KS,Chetopa,1050.0,37.0376,-95.0926,33229.0,26.8,84.4,85.4,2.1,6.0,0.3,3.2
KS,Colby,5436.0,39.3843,-101.0459,44679.0,11.1,92.0,95.7,0.7,0.4,0.6,4.0
KS,Finney County,4178.0,,,,,,,,,,
KS,Gardner,21583.0,38.8158,-94.93,67422.0,3.8,94.4,89.7,3.0,0.5,1.9,6.2
KS,Hays,21525.0,38.8816,-99.3219,42976.0,17.7,94.5,92.8,1.1,0.3,1.8,4.7
KS,Hesston,3371.0,38.1403,-97.4272,59646.0,11.1,99.3,92.7,1.6,0.6,1.7,4.5
KS,Hutchinson,42940.0,38.0671,-97.9081,42350.0,13.9,87.6,87.9,4.3,0.7,0.6,10.6
KS,Junction City,38178.0,39.0271,-96.8497,44203.0,14.0,91.5,60.7,22.3,0.9,3.9,13.0
KS,Kansas City,152938.0,39.1234,-94.7443,38749.0,24.9,77.8,52.2,26.8,0.8,2.7,27.8
KS,Lawrence,97341.0,38.9598,-95.2641,46406.0,21.8,95.2,82.0,4.7,3.1,4.5,5.7
KS,Leavenworth,46517.0,39.3233,-94.9244,52785.0,16.4,90.8,75.4,15.1,0.9,1.8,8.1
KS,Lehigh,169.0,38.3744,-97.3024,65625.0,7.7,96.5,96.6,0.0,0.0,0.0,4.0
KS,McPherson,13128.0,38.3714,-97.6606,53566.0,6.2,94.4,93.2,1.5,0.4,0.8,4.8
KS,Medicine Lodge,1901.0,37.2851,-98.5812,54125.0,16.4,91.6,96.3,0.7,0.3,0.4,2.4
KS,Newton,20370.0,38.0364,-97.3463,45266.0,16.8,88.1,88.4,2.2,0.9,0.8,16.3
KS,Olathe,137472.0,38.8832,-94.8198,77335.0,6.9,94.0,83.1,5.3,0.4,4.1,10.2
KS,Overland Park,191278.0,38.887,-94.687,72463.0,5.9,96.6,84.4,4.3,0.3,6.3,6.3
KS,Pratt,6462.0,37.6777,-98.7465,45494.0,14.2,88.6,93.3,1.5,0.6,0.4,6.2
KS,Rosalia,127.0,37.8158,-96.625,62917.0,12.8,81.3,98.2,0.6,0.0,0.0,2.3
KS,Salina,46782.0,38.8137,-97.6143,44710.0,17.7,88.7,86.2,3.7,0.5,2.3,10.7
KS,Topeka,148960.0,39.0346,-95.6955,42250.0,19.2,88.6,76.2,11.3,1.4,1.3,13.4
KS,Udall,718.0,37.3889,-97.1177,45852.0,17.4,87.8,94.8,0.0,2.0,0.1,3.1
KS,Wamego,4752.0,39.2054,-96.3099,51430.0,9.3,96.9,94.1,0.8,0.6,0.5,3.9
KS,Wichita,483057.0,37.6897,-97.3441,45947.0,17.3,87.5,71.9,11.5,1.2,4.8,15.3
KY,Barbourville,6178.0,36.8667,-83.8849,31708.0,29.7,78.7,92.4,5.1,0.4,0.2,1.2
KY,Bardstown,21044.0,37.8174,-85.4548,35825.0,24.4,85.6,82.3,12.4,0.2,0.8,3.7
KY,Baxter,4178.0,,,,,,,,,,
KY,Bell County,4178.0,,,,,,,,,,
KY,Berea,17929.0,37.5904,-84.2898,39906.0,26.9,86.5,90.7,4.0,0.5,1.2,2.7
KY,Bonnyman,4178.0,,,,,,,,,,
KY,Booneville,126.0,37.4719,-83.6826,12083.0,43.9,80.6,100.0,0.0,0.0,0.0,0.0
KY,Bowling Green,90448.0,36.9715,-86.4375,35604.0,28.1,84.8,75.8,13.9,0.3,4.2,6.5
KY,Bremen,192.0,37.3623,-87.2201,33125.0,15.3,89.1,98.5,0.5,0.5,0.0,3.0
KY,Brodhead,1183.0,37.4027,-84.4144,20379.0,41.1,63.0,98.0,0.1,0.2,0.2,1.0
KY,Burkesville,1481.0,36.7906,-85.3674,19403.0,33.1,70.5,87.8,8.3,0.1,0.5,1.1
KY,Carter County,4178.0,,,,,,,,,,
KY,Chavies,4178.0,,,,,,,,,,
KY,Christian County,4178.0,,,,,,,,,,
KY,Crestwood,4982.0,38.3356,-85.4839,82773.0,4.2,94.1,89.4,3.5,0.1,1.5,6.3
KY,Cumberland County,4178.0,,,,,,,,,,
KY,Daviess County,4178.0,,,,,,,,,,
KY,Dexter,433.0,36.7396,-88.2955,70303.0,11.5,81.4,97.8,0.7,0.0,0.0,0.7
KY,East Bernstadt,806.0,37.1923,-84.1209,29013.0,16.8,65.5,96.2,2.4,0.4,0.0,0.3
KY,Edmonton,1585.0,36.9842,-85.619,21649.0,29.7,73.3,96.2,1.8,0.4,0.2,1.3
KY,Elizabethtown,77317.0,37.703,-85.8769,44568.0,16.3,88.3,80.4,11.6,0.3,2.6,4.3
KY,Elkton,2111.0,36.8135,-87.161,29609.0,27.4,81.7,80.3,14.5,0.1,0.0,6.9
KY,Elsmere,8644.0,38.9949,-84.6017,46642.0,22.3,83.9,84.3,7.1,0.4,0.4,8.2
KY,Fisty,4178.0,,,,,,,,,,
KY,Flatwoods,7177.0,38.5211,-82.7194,41845.0,16.4,90.1,97.1,0.8,0.2,0.5,0.8
KY,Fulton,3917.0,36.5145,-88.8819,24943.0,25.2,79.3,64.0,30.5,0.4,1.8,0.8
KY,Georgetown,35586.0,38.2251,-84.5481,59661.0,12.5,89.8,87.5,7.0,0.3,1.2,4.3
KY,Gray,4178.0,,,,,,,,,,
KY,Gunlock,4178.0,,,,,,,,,,
KY,Hebron,6095.0,39.0626,-84.709,66864.0,5.949999999999999,91.15,94.3,1.65,0.3,0.8,2.25
KY,Hiseville,171.0,37.1008,-85.8149,29531.0,24.0,58.6,93.8,0.8,0.0,0.0,5.0
KY,Jackson County,4178.0,,,,,,,,,,
KY,Lancaster,4193.0,37.6152,-84.5817,29542.0,36.7,70.3,89.3,7.1,0.1,0.2,2.5
KY,Lawrenceburg,13439.0,38.0331,-84.9031,51303.0,11.8,87.9,93.3,3.2,0.2,0.8,1.9
KY,Leitchfield,6994.0,37.4862,-86.2857,27910.0,29.0,75.8,94.4,3.1,0.2,0.8,1.5
KY,London,37424.0,37.1209,-84.0804,31178.0,27.5,76.4,94.9,1.7,0.2,0.6,2.4
KY,Louisville,1011696.0,38.1663,-85.6485,,,,,,,,
KY,Ludlow,4507.0,39.0904,-84.5498,44246.0,25.5,86.2,97.3,1.0,0.2,0.2,1.8
KY,Martin County,4178.0,,,,,,,,,,
KY,Montgomery Creek,4178.0,,,,,,,,,,
KY,Morehead,8229.0,38.1906,-83.4466,36026.0,36.1,85.4,93.2,3.2,0.2,1.3,1.9
KY,Nicholasville,30600.0,37.8904,-84.5668,45026.0,21.6,83.1,91.5,4.3,0.2,0.5,3.5
KY,Oil Springs,4178.0,,,,,,,,,,
KY,Owensboro,73173.0,37.7573,-87.1174,37279.0,19.8,85.5,87.5,7.3,0.1,0.9,3.2
KY,Owingsville,1567.0,38.1364,-83.7603,26167.0,30.3,80.8,92.2,4.2,0.5,0.1,1.9
KY,Paducah,48629.0,37.0711,-88.6435,33608.0,23.9,85.8,71.0,23.7,0.2,1.0,2.7
KY,Paris,12662.0,38.2016,-84.2719,37109.0,22.8,82.9,81.1,11.5,0.2,0.4,6.7
KY,Phelps,762.0,37.509,-82.1605,27216.0,21.5,57.6,99.1,0.0,0.2,0.1,0.6
KY,Pine Top,4178.0,,,,,,,,,,
KY,Pippa Passes,661.0,37.3342,-82.8733,62500.0,2.0,98.9,97.2,1.3,0.0,0.6,0.8
KY,Princeton,5684.0,37.1068,-87.8854,37500.0,26.3,86.9,87.8,9.0,0.2,0.4,1.2
KY,Richmond,40111.0,37.7306,-84.2926,30621.0,31.9,86.2,86.8,8.0,0.3,1.2,2.7
KY,Russellville,6823.0,36.8394,-86.895,30743.0,27.4,74.3,78.1,15.9,0.3,0.4,4.2
KY,Scott County,4178.0,,,,,,,,,,
KY,Scottsville,4473.0,36.7493,-86.1966,30957.0,24.7,74.6,94.5,2.5,0.3,0.2,1.4
KY,Sharpsburg,342.0,38.2016,-83.9277,25000.0,27.1,63.2,82.0,14.6,0.3,0.0,1.9
KY,Shelby Gap,4178.0,,,,,,,,,,
KY,Shelbyville,23305.0,38.2066,-85.2306,45398.0,16.0,81.8,74.5,12.8,0.5,0.8,17.8
KY,Simpsonsville,4178.0,,,,,,,,,,
KY,Trosper,4178.0,,,,,,,,,,
KY,Utica,359.0,37.6028,-87.1126,49000.0,0.0,100.0,,,,,
KY,Warren County,4178.0,,,,,,,,,,
KY,Wayne County,4178.0,,,,,,,,,,
KY,White Plains,908.0,37.1708,-87.3801,40000.0,14.4,82.3,97.5,0.9,0.0,0.5,0.5
KY,Williamsburg,6009.0,36.7392,-84.1647,29795.0,17.5,81.6,93.8,2.9,0.1,0.8,1.7
KY,Wilmore,9478.0,37.8787,-84.6544,38679.0,28.8,91.2,91.0,2.3,0.2,4.8,1.7
KY,Wolfe County,4178.0,,,,,,,,,,
LA,Alexandria,82131.0,31.2923,-92.4702,34579.0,25.8,81.7,38.3,57.3,0.4,1.8,1.8
LA,Amite,4178.0,,,49919.0,16.5,77.2,43.6,54.5,0.1,0.6,1.5
LA,Bastrop,12785.0,32.7749,-91.9058,19712.0,42.3,76.4,25.7,72.5,0.1,0.4,0.8
LA,Baton Rouge,583613.0,30.4419,-91.131,39876.0,25.6,86.7,39.4,54.5,0.2,3.3,3.3
LA,Bernice,1638.0,32.8276,-92.6584,18625.0,49.9,74.3,24.6,62.8,0.1,0.1,13.3
LA,Bogalusa,11771.0,30.7812,-89.8633,23315.0,36.8,75.8,48.5,48.4,0.2,0.4,2.3
LA,Bossier City,68554.0,32.5227,-93.6667,47342.0,16.7,88.4,65.4,25.6,0.5,2.0,8.1
LA,Breaux Bridge,18881.0,30.2829,-91.9043,36288.0,23.7,74.1,50.0,47.3,0.4,0.6,1.3
LA,Caddo Parish,4178.0,,,,,,,,,,
LA,Cade,1712.0,30.0926,-91.8996,48750.0,15.5,80.6,59.5,35.2,0.2,1.9,2.7
LA,Chalmette,22907.0,29.9437,-89.966,40968.0,21.6,83.1,76.0,13.2,0.6,3.0,10.3
LA,Clinton,1531.0,30.8614,-91.015,31972.0,34.0,88.5,38.1,59.4,0.3,0.6,1.2
LA,Converse,432.0,31.7795,-93.7001,24750.0,17.5,78.3,80.0,3.4,10.0,0.0,3.0
LA,Coushatta,1808.0,32.0256,-93.3406,25707.0,34.1,63.1,29.0,69.2,0.4,0.4,1.4
LA,Covington,10416.0,30.4808,-90.1122,49141.0,18.4,81.3,77.8,19.0,0.4,0.6,3.7
LA,Crowley,14429.0,30.2175,-92.3752,25607.0,34.9,64.8,64.6,32.5,0.3,0.3,1.9
